app_language,geo,event_type,count
fr_FR,AF;MA,in_app_currency_action,
fr_CH,EU;XK,in_app_currency_action,
es_ES,SA;PE,perf,
es_ES,SA;BO,action,
es_ES,NA;MX,perf,
es_AR,SA;PE,action,
en_US,SA;CO,background,
en_US,NA;CA,page_view,
en_US,EU;GR,perf,
en_US,EU;CZ,page_view,
en_US,AS;LK,in_app_currency_action,
en_US,AS;IN,foreground,
en_US,AS;CN,background,
en_US,AS;AM,perf,
en_PH,AS;ID,session_end,
en_NZ,OC;NZ,session_end,
en_GB,EU;SE,background,
en_GB,EU;MT,foreground,
en_GB,EU;LT,start,
en_GB,EU;ES,perf,
en_GB,EU;CY,background,
en_GB,AS;BD,timing,
en_GB,AS;AE,action,
en_GB,AF;ZA,action,
en_GB,AF;TZ,foreground,
en_GB,AF;EG,page_view,
en_AU,AS;TR,perf,
de_DE,EU;DE,foreground,
cs_CZ,EU;DK,page_view,
bs_BA,EU;BA,start,
ar_EG,AS;KW,foreground,
ar_AE,EU;GB,action,
ar_AE,AS;PH,action,
ar_AE,AS;IQ,timing,
ar_AE,AF;EG,foreground,
ar_AE,;;;;;,background,
zh_TW,AS;TW,page_view,
zh_CN,AS;SG,perf,
ro_RO,EU;IT,foreground,
pt_PT,EU;FR,in_app_currency_action,
pt_PT,EU;BE,timing,
iw_IL,;;;;;,background,
fr_FR,NA;HT,page_view,
fr_FR,EU;PL,start,
fr_FR,AF;TN,page_view,
fr_FR,AF;SN,session_end,
fr_FR,AF;MA,foreground,
fr_BE,EU;BE,action,
es_VE,SA;VE,action,
es_US,NA;MX,action,
es_US,NA;GT,in_app_currency_action,
es_US,NA;DO,page_view,
es_ES,SA;AR,action,
en_US,SA;CO,session_end,
en_US,SA;BR,background,
en_US,NA;TT,in_app_currency_action,
en_US,EU;AT,timing,
en_US,AS;CN,session_end,
en_US,AF;NG,foreground,
en_PH,AS;ID,perf,
en_IN,AS;QA,foreground,
en_IE,EU;IE,foreground,
en_GB,EU;SE,session_end,
en_GB,EU;CY,session_end,
en_GB,AS;IN,start,
de_DE,EU;CH,foreground,
da_DK,;;;;;,page_view,
ar_AE,OC;AU,in_app_currency_action,
ar_AE,;;;;;,session_end,
zh_TW,AS;HK,timing,
tr_TR,EU;BG,perf,
tr_TR,EU;AT,in_app_currency_action,
sr_RS,EU;SE,background,
ru_RU,EU;EE,action,
ru_RU,EU;AT,background,
ru_RU,AS;TM,page_view,
ru_RU,;;;;;,page_view,
fr_FR,EU;LU,session_end,
fr_FR,EU;BE,page_view,
fr_FR,AF;CI,action,
et_EE,EU;FI,perf,
es_US,EU;ES,perf,
es_PY,SA;PY,timing,
es_ES,SA;VE,timing,
es_ES,NA;GT,background,
en_US,OC;PW,foreground,
en_US,EU;CH,perf,
en_US,AS;SG,session_end,
en_GB,EU;RU,background,
en_GB,EU;PT,perf,
en_GB,EU;NO,action,
en_GB,EU;AT,foreground,
en_GB,EU;AL,page_view,
en_GB,AS;PK,background,
en_GB,AS;MM,session_end,
en_GB,AS;JO,perf,
en_GB,AS;IR,session_end,
en_GB,AS;HK,action,
en_CA,NA;JM,page_view,
ar_IQ,EU;IE,in_app_currency_action,
ar_AE,AS;TR,timing,
tr_TR,AS;TR,in_app_currency_action,
sv_SE,AF;DZ,background,
sr_RS,EU;SI,page_view,
sr_RS,EU;RS,in_app_currency_action,
sk_SK,EU;GB,foreground,
ru_RU,AS;TR,background,
ru_RU,AS;KG,foreground,
pt_BR,;;;;;,start,
ko_KR,AS;KR,in_app_currency_action,
iw_IL,AS;IL,perf,
it_IT,EU;DE,foreground,
it_IT,EU;CH,in_app_currency_action,
hy_AM,EU;RU,start,
fr_FR,AF;MA,action,
fr_CA,SA;CO,session_end,
es_UY,SA;UY,start,
es_US,SA;AR,perf,
es_US,NA;US,start,
es_US,NA;PR,background,
es_ES,SA;PY,session_end,
en_ZA,EU;ES,session_end,
en_US,NA;PA,perf,
en_US,EU;UA,foreground,
en_US,EU;MK,foreground,
en_US,EU;IE,perf,
en_US,EU;HR,in_app_currency_action,
en_US,AS;NP,perf,
en_US,AF;NG,action,
en_IN,AS;QA,action,
en_IE,EU;NO,start,
en_GB,EU;BE,timing,
en_GB,AS;TR,foreground,
en_CA,NA;PR,foreground,
en_AU,AS;AE,background,
el_GR,EU;DE,page_view,
de_DE,EU;CH,action,
de_DE,EU;AT,page_view,
ar_EG,EU;NL,session_end,
ar_AE,AS;KW,in_app_currency_action,
ar_AE,AS;JO,background,
vi_VN,NA;US,background,
tr_TR,NA;US,background,
tr_TR,EU;NL,action,
tr_TR,EU;GB,background,
ru_RU,EU;UA,in_app_currency_action,
ru_RU,AS;GE,start,
pt_PT,AF;MZ,page_view,
hu_HU,EU;DE,session_end,
fr_FR,EU;PL,perf,
fr_FR,EU;FR,action,
fa_IR,EU;DE,background,
es_PR,NA;PR,timing,
es_MX,SA;CO,perf,
es_ES,SA;BO,start,
es_ES,NA;NI,background,
es_ES,EU;GB,action,
es_ES,;;;;;,background,
es_AR,SA;PE,start,
en_US,EU;PL,timing,
en_US,EU;BG,perf,
en_US,EU;AT,in_app_currency_action,
en_GB,EU;IS,action,
en_GB,AS;IN,perf,
en_GB,AS;BD,foreground,
en_GB,AS;AE,start,
en_GB,AF;ZA,start,
en_GB,AF;NG,session_end,
en_AU,OC;AU,action,
ar_AE,EU;GB,start,
ar_AE,AS;PH,start,
ar_AE,AS;IQ,foreground,
zh_TW,AS;HK,in_app_currency_action,
zh_CN,EU;DE,background,
sr_RS,EU;SE,timing,
pt_PT,AF;AO,timing,
pt_BR,;;;;;,background,
pl_PL,EU;DE,session_end,
lv_LV,EU;LV,foreground,
iw_IL,AS;IL,timing,
hy_AM,EU;RU,background,
fr_FR,AF;DZ,perf,
fr_CH,EU;LU,foreground,
es_US,NA;CR,start,
es_PY,SA;PY,in_app_currency_action,
es_ES,SA;UY,session_end,
es_CO,NA;MX,foreground,
en_ZA,AS;PH,start,
en_US,NA;PR,start,
en_US,NA;PA,timing,
en_US,EU;FR,page_view,
en_US,AS;VN,session_end,
en_US,AS;NP,timing,
en_US,AS;KH,in_app_currency_action,
en_US,AS;HK,foreground,
en_NZ,AF;EG,foreground,
en_IE,EU;NO,background,
en_HK,AS;HK,page_view,
en_GB,OC;AU,start,
en_GB,EU;RU,timing,
en_GB,EU;PL,foreground,
en_GB,AS;OM,action,
en_GB,AS;MY,page_view,
en_GB,AF;GH,start,
en_EN,AS;MY,perf,
en_AU,OC;NZ,session_end,
de_CH,EU;CH,in_app_currency_action,
ar_EG,EU;DK,in_app_currency_action,
ar_AE,AS;TR,in_app_currency_action,
zh_HK,AS;HK,foreground,
vi_US,AS;VN,background,
tr_TR,EU;GB,timing,
th_TH,AS;KR,foreground,
ru_RU,EU;LV,start,
lv_LV,EU;IE,action,
it_IT,AS;SA,background,
fr_FR,EU;DK,page_view,
fr_BE,EU;BE,session_end,
fi_FI,EU;FI,foreground,
fa_IR,;;;;;,background,
es_US,SA;CL,action,
es_US,NA;MX,session_end,
es_ES,SA;BR,page_view,
es_ES,SA;AR,session_end,
en_US,SA;BR,in_app_currency_action,
en_US,EU;PL,in_app_currency_action,
en_US,EU;IT,foreground,
en_US,AS;PK,action,
en_US,AF;AO,foreground,
en_GB,NA;CA,foreground,
en_GB,AS;LB,start,
en_GB,AS;AE,perf,
en_GB,AF;ZA,perf,
en_GB,;;;;;,page_view,
en_CA,NA;CA,background,
en_AU,OC;NZ,page_view,
de_DE,AS;TR,background,
de_CH,EU;AT,timing,
de_AT,EU;CH,foreground,
cs_CZ,EU;CZ,action,
ar_JO,AS;SA,perf,
ar_EG,AS;QA,page_view,
ar_AE,EU;GB,perf,
ar_AE,;;;;;,foreground,
zh_TW,AS;TW,action,
zh_CN,AS;MY,perf,
tr_TR,EU;NL,timing,
th_TH,AS;MY,session_end,
ru_RU,AS;GE,foreground,
ro_RO,EU;GB,start,
lv_LV,EU;IE,background,
hy_AM,AS;AM,perf,
fr_FR,NA;HT,action,
fr_FR,EU;FR,timing,
fr_FR,EU;ES,action,
fr_FR,AF;RE,start,
fr_CH,EU;CH,perf,
fa_IR,NA;US,background,
es_VE,SA;VE,in_app_currency_action,
es_US,NA;PA,action,
es_PE,SA;PE,start,
es_ES,SA;BO,foreground,
es_ES,SA;AR,in_app_currency_action,
es_ES,EU;GB,timing,
es_AR,SA;PE,foreground,
es_AR,SA;CL,session_end,
en_US,AS;IQ,session_end,
en_IN,AS;IN,background,
en_ID,AS;ID,start,
en_GB,NA;US,page_view,
en_GB,EU;RO,perf,
en_GB,EU;IS,timing,
en_GB,EU;GB,page_view,
en_GB,EU;BG,session_end,
en_GB,AS;PH,page_view,
en_GB,AS;KW,in_app_currency_action,
en_GB,AS;AE,foreground,
en_GB,AF;ZA,foreground,
en_AU,OC;AU,timing,
el_GR,NA;US,start,
de_CH,EU;DE,action,
de_AT,EU;AT,session_end,
ar_AE,EU;IT,session_end,
ar_AE,EU;GB,foreground,
ar_AE,AS;PH,foreground,
ar_AE,AS;BH,action,
zh_TW,AS;HK,action,
zh_CN,AS;CN,background,
vi_US,AS;VN,in_app_currency_action,
tr_TR,EU;CH,page_view,
pt_BR,SA;CO,timing,
pt_BR,EU;PT,background,
nl_NL,EU;BE,timing,
it_IT,EU;BE,in_app_currency_action,
it_IT,AS;SA,in_app_currency_action,
hu_HU,EU;GB,perf,
fa_IR,NA;US,session_end,
fa_IR,AS;IR,page_view,
fa_IR,;;;;;,in_app_currency_action,
es_US,SA;PE,foreground,
es_US,SA;CL,session_end,
es_US,SA;BO,background,
es_US,NA;HN,timing,
es_PY,SA;PY,action,
es_ES,SA;VE,action,
es_ES,AS;KR,timing,
es_ES,;;;;;,perf,
en_US,OC;PW,start,
en_US,NA;MX,timing,
en_US,AS;PK,session_end,
en_US,AS;IR,perf,
en_US,AS;BH,foreground,
en_GB,AS;SG,page_view,
en_CA,NA;CA,in_app_currency_action,
en_AU,AS;OM,background,
de_DE,EU;RO,timing,
cs_CZ,EU;CZ,session_end,
ar_AE,AS;TR,action,
ar_AE,AS;IL,background,
tr_TR,EU;SI,perf,
tr_TR,EU;FR,timing,
sv_SE,EU;NO,perf,
sl_SI,EU;SI,background,
ru_RU,EU;EE,perf,
pt_PT,AF;AO,foreground,
pl_PL,EU;NO,in_app_currency_action,
iw_IL,AS;IL,foreground,
fr_CH,EU;XK,background,
es_US,NA;NI,page_view,
es_MX,SA;PY,session_end,
es_ES,SA;PY,in_app_currency_action,
es_ES,NA;CR,page_view,
es_CO,SA;AR,timing,
en_US,NA;PA,foreground,
en_US,EU;IE,foreground,
en_US,AS;NP,foreground,
en_US,AS;LK,background,
en_PH,AS;ID,action,
en_NZ,OC;NZ,action,
en_GB,AS;OM,start,
en_GB,AS;HK,perf,
en_AU,EU;GR,timing,
el_GR,EU;CY,page_view,
bg_BG,EU;BG,perf,
ar_IL,AS;IL,session_end,
ar_AE,EU;BE,in_app_currency_action,
zh_TW,AS;HK,page_view,
zh_CN,EU;IE,perf,
vi_US,AS;VN,action,
sv_SE,OC;AU,page_view,
sv_SE,EU;SE,perf,
ru_RU,AS;TW,action,
pt_PT,EU;PT,timing,
pt_PT,AF;MZ,foreground,
it_IT,EU;BE,action,
it_IT,AS;SA,action,
is_IS,EU;IS,action,
fa_IR,;;;;;,action,
es_AR,NA;SV,action,
en_US,EU;IT,perf,
en_US,AS;QA,background,
en_US,AS;KH,page_view,
en_PH,AS;MY,action,
en_GB,NA;US,start,
en_GB,NA;CA,perf,
en_GB,EU;CH,in_app_currency_action,
en_GB,EU;BA,background,
en_GB,AS;PH,start,
en_GB,AF;MU,timing,
en_CA,AF;RW,action,
en_AU,AS;MY,timing,
de_DE,EU;GR,action,
de_CH,EU;CH,page_view,
de_AT,EU;CH,perf,
ar_EG,EU;DK,page_view,
vi_VN,AS;SG,background,
tr_TR,EU;DE,perf,
sr_RS,EU;SE,page_view,
ru_RU,EU;AT,page_view,
pt_BR,SA;CO,action,
pl_PL,EU;IT,background,
nl_NL,EU;BE,action,
fr_FR,EU;DK,foreground,
es_US,SA;PY,perf,
es_US,SA;PE,start,
es_US,NA;HN,action,
es_MX,NA;MX,background,
es_ES,SA;BR,foreground,
es_ES,NA;GT,page_view,
es_ES,AS;KR,action,
en_US,NA;MX,action,
en_US,NA;KN,start,
en_US,NA;DO,page_view,
en_US,AS;TH,background,
en_US,AS;MY,in_app_currency_action,
en_US,AS;IL,timing,
en_US,AS;BH,start,
en_GB,NA;US,perf,
en_GB,EU;RU,page_view,
en_GB,EU;GB,perf,
en_GB,EU;BA,timing,
en_GB,AS;PK,page_view,
en_GB,AS;PH,perf,
en_GB,AS;KH,timing,
en_GB,AF;MU,in_app_currency_action,
en_GB,;;;;;,foreground,
en_AU,AS;QA,timing,
de_DE,EU;RO,action,
de_CH,EU;IT,in_app_currency_action,
de_CH,EU;AT,session_end,
ar_EG,AS;QA,foreground,
zh_TW,AS;TW,background,
zh_HK,AS;MY,timing,
tr_TR,AS;TR,perf,
tr_DE,EU;DE,background,
sr_RS,EU;RS,perf,
ru_RU,EU;LV,page_view,
ru_RU,EU;BY,action,
ru_RU,AS;IL,session_end,
pl_PL,EU;FR,in_app_currency_action,
lt_LT,EU;DE,action,
lo_LA,AS;LA,session_end,
ko_KR,AS;KR,perf,
it_IT,EU;CH,perf,
hy_AM,AS;AM,foreground,
fr_MA,AF;MA,timing,
fr_FR,NA;HT,background,
fr_FR,AF;TN,background,
fr_CH,EU;CH,foreground,
fa_IR,AS;AE,timing,
es_US,NA;DO,background,
es_ES,SA;CO,action,
es_EC,SA;EC,timing,
es_CL,SA;CL,action,
es_AR,SA;CL,in_app_currency_action,
en_US,NA;CA,session_end,
en_US,EU;HU,page_view,
en_US,EU;HR,perf,
en_US,EU;DE,in_app_currency_action,
en_US,EU;CZ,session_end,
en_US,;;;;;,timing,
en_GB,EU;RO,foreground,
en_GB,EU;NL,page_view,
en_GB,EU;MT,start,
en_GB,AS;SA,start,
en_GB,AS;LB,page_view,
en_GB,AF;EG,session_end,
en_AU,AS;IN,start,
da_DK,;;;;;,background,
cs_CZ,EU;DK,session_end,
ar_AE,AS;KW,perf,
zh_HK,AS;MY,background,
tr_TR,EU;BE,action,
tr_TR,AS;TR,start,
sr_RS,EU;RS,start,
ru_RU,EU;LT,in_app_currency_action,
ru_RU,AS;AM,background,
ro_RO,EU;IT,action,
ro_RO,EU;GB,session_end,
pl_PL,EU;FR,timing,
ko_KR,EU;RU,foreground,
it_IT,OC;AU,perf,
it_IT,EU;GB,start,
hr_HR,EU;FR,session_end,
fr_FR,EU;DE,perf,
fr_FR,EU;CH,session_end,
es_MX,NA;US,background,
es_ES,SA;BO,page_view,
es_CO,SA;CO,foreground,
es_AR,SA;PE,page_view,
es_AR,SA;CL,timing,
en_US,SA;EC,background,
en_US,NA;US,action,
en_US,NA;JM,background,
en_US,EU;DE,timing,
en_US,AS;PH,action,
en_US,AS;IQ,timing,
en_US,AS;BD,session_end,
en_US,AF;EG,foreground,
en_US,AF;BW,action,
en_IE,EU;IE,action,
en_GB,EU;GR,foreground,
en_GB,EU;FR,start,
en_GB,AS;TH,perf,
en_GB,AS;AE,page_view,
en_GB,AF;ZA,page_view,
de_AT,EU;AT,timing,
ar_YE,NA;US,start,
ar_EG,EU;SE,perf,
ar_AE,EU;IT,timing,
ar_AE,EU;GB,page_view,
ar_AE,AS;PH,page_view,
ar_AE,AS;AE,foreground,
zh_CN,EU;AT,perf,
sv_SE,AS;TH,in_app_currency_action,
ru_RU,AS;IL,action,
ro_RO,EU;DE,in_app_currency_action,
pt_BR,SA;BR,perf,
pl_PL,EU;FR,background,
nl_BE,EU;NL,timing,
lo_LA,AS;LA,action,
fr_FR,EU;PL,page_view,
fr_FR,EU;DE,start,
es_VE,SA;CO,session_end,
es_US,SA;AR,start,
es_US,NA;NI,session_end,
es_MX,SA;CL,perf,
es_ES,NA;DO,perf,
es_ES,NA;CR,session_end,
es_ES,EU;RO,action,
es_ES,AS;GE,foreground,
en_US,NA;CA,action,
en_US,EU;SE,action,
en_US,EU;IE,start,
en_US,EU;DE,background,
en_US,EU;BG,page_view,
en_US,AF;TZ,perf,
en_PK,AS;PK,in_app_currency_action,
en_GB,EU;SK,perf,
en_GB,EU;MK,action,
en_GB,EU;DK,foreground,
en_GB,AS;TH,start,
en_GB,AS;QA,perf,
en_GB,AS;IN,page_view,
en_GB,AF;EG,action,
el_GR,EU;CY,session_end,
cs_CZ,EU;DK,action,
bg_BG,EU;GB,perf,
ar_EG,EU;SE,start,
ar_AE,EU;RO,start,
zh_CN,AS;HK,timing,
tr_TR,EU;UA,background,
th_TH,EU;DE,session_end,
sv_SE,AF;DZ,timing,
ru_RU,EU;LT,page_view,
ru_RU,EU;FR,action,
ru_RU,AS;TR,timing,
ro_RO,EU;SE,foreground,
pt_BR,;;;;;,perf,
nl_NL,EU;NL,session_end,
nl_BE,EU;BE,in_app_currency_action,
mk_MK,EU;DE,foreground,
lv_LV,EU;GB,foreground,
ko_KR,AS;KR,page_view,
iw_IL,EU;FR,start,
it_IT,EU;CH,page_view,
it_CH,EU;CH,action,
hy_AM,EU;RU,perf,
fr_FR,NA;CA,foreground,
es_UY,SA;UY,perf,
es_US,SA;UY,action,
es_US,SA;EC,foreground,
es_US,NA;PR,timing,
es_MX,SA;PY,start,
es_ES,SA;PE,session_end,
en_US,NA;BB,background,
en_US,NA;AW,action,
en_US,EU;NL,background,
en_US,AS;LB,background,
en_US,AS;KW,action,
en_US,AS;IN,in_app_currency_action,
en_US,AS;ID,session_end,
en_US,AF;ZA,timing,
en_IE,EU;NO,perf,
en_CA,NA;MX,background,
en_AU,EU;GR,session_end,
en_AU,AS;AE,timing,
de_DE,EU;DE,in_app_currency_action,
de_AT,EU;DE,background,
ar_IL,AS;IL,start,
ar_EG,EU;GB,page_view,
ar_EG,AS;AE,foreground,
ar_AE,EU;DE,action,
ar_AE,AS;KW,page_view,
ar_AE,AS;JO,timing,
ar_AE,AF;EG,in_app_currency_action,
tr_TR,NA;US,timing,
tr_TR,EU;BG,action,
sr_RS,EU;SI,perf,
ru_RU,EU;LV,in_app_currency_action,
pt_PT,EU;BE,page_view,
nl_BE,EU;NL,start,
lt_LT,EU;GB,page_view,
fr_FR,AF;SN,foreground,
es_US,EU;ES,action,
es_ES,SA;BO,perf,
es_ES,NA;NI,timing,
es_ES,;;;;;,timing,
es_AR,SA;PE,perf,
en_US,SA;CO,foreground,
en_US,EU;HU,in_app_currency_action,
en_US,EU;CH,action,
en_US,AS;CN,foreground,
en_IN,AS;IN,action,
en_GB,EU;SE,foreground,
en_GB,EU;PT,action,
en_GB,EU;NL,in_app_currency_action,
en_GB,EU;CY,foreground,
en_GB,EU;AT,background,
en_GB,AS;LB,in_app_currency_action,
en_GB,AS;KW,session_end,
el_GR,EU;DE,perf,
de_DE,EU;AT,perf,
ar_AE,AS;PH,perf,
zh_CN,EU;IE,page_view,
zh_CN,AS;MY,start,
sv_SE,EU;SE,page_view,
ru_RU,EU;LV,session_end,
pt_PT,EU;FR,foreground,
pl_PL,EU;BE,action,
hu_HU,EU;HU,page_view,
hu_HU,EU;DE,in_app_currency_action,
fr_FR,EU;FR,background,
fr_FR,AF;SN,perf,
fr_BE,EU;FR,start,
es_US,SA;PE,timing,
es_US,NA;GT,foreground,
es_MX,SA;CO,foreground,
es_ES,NA;SV,page_view,
es_ES,NA;HN,foreground,
en_US,OC;PW,action,
en_US,NA;TT,foreground,
en_US,NA;KN,timing,
en_US,AS;JO,start,
en_US,AS;BH,timing,
en_US,AF;MA,page_view,
en_SG,AS;SG,start,
en_GB,OC;AU,page_view,
en_GB,EU;RO,start,
en_GB,EU;NL,session_end,
en_GB,EU;IT,background,
en_GB,AS;TW,page_view,
en_GB,AS;LB,session_end,
en_GB,AS;ID,perf,
en_GB,AF;ZM,page_view,
en_GB,AF;NG,in_app_currency_action,
en_AU,AF;EG,perf,
de_DE,EU;IT,perf,
ar_EG,AS;OM,background,
ar_EG,;;;;;,start,
ar_AE,OC;AU,foreground,
tr_TR,AF;RW,page_view,
th_TH,AS;MY,start,
nl_BE,EU;NL,perf,
nb_NO,EU;NO,session_end,
lv_LV,EU;LV,background,
hu_HU,EU;GB,in_app_currency_action,
hu_HU,EU;DE,foreground,
fr_FR,AF;DZ,action,
fr_CH,EU;LU,background,
es_PR,NA;PR,page_view,
es_ES,NA;US,session_end,
es_ES,EU;GB,session_end,
es_ES,;;;;;,in_app_currency_action,
es_EC,SA;AR,session_end,
es_CO,NA;MX,background,
es_AR,SA;CL,start,
en_US,OC;AU,session_end,
en_US,EU;DE,start,
en_US,AS;IR,in_app_currency_action,
en_US,AS;IQ,start,
en_US,AS;HK,background,
en_US,AF;GH,session_end,
en_NZ,AF;EG,background,
en_GB,EU;PL,background,
en_GB,EU;AT,timing,
en_GB,AF;NG,foreground,
en_CA,NA;CA,timing,
en_AU,AF;MU,action,
de_AT,EU;AT,start,
ar_IQ,EU;IE,action,
ar_AE,EU;IT,start,
ar_AE,AF;MA,in_app_currency_action,
ro_RO,EU;DK,foreground,
pt_PT,EU;PT,in_app_currency_action,
pt_PT,AF;AO,page_view,
pl_PL,EU;SE,perf,
pl_PL,EU;GB,in_app_currency_action,
pl_PL,EU;DE,foreground,
pl_PL,EU;AT,action,
nl_NL,EU;;;,background,
lt_LT,EU;LT,background,
ko_KR,AS;CN,session_end,
iw_IL,EU;FR,timing,
iw_IL,AS;IL,page_view,
fa_IR,EU;RU,background,
fa_IR,AS;IR,session_end,
es_US,SA;CO,background,
es_MX,SA;PY,timing,
es_ES,SA;UY,foreground,
es_ES,EU;FR,background,
en_US,SA;PE,action,
en_US,NA;PA,page_view,
en_US,NA;BS,background,
en_US,EU;IE,page_view,
en_US,AS;VN,foreground,
en_US,AS;NP,page_view,
en_US,AS;MY,start,
en_GB,EU;CH,perf,
en_GB,AS;SG,session_end,
en_GB,AF;MU,start,
en_AU,OC;NZ,foreground,
en_AU,AS;MY,in_app_currency_action,
de_CH,EU;IT,start,
bg_BG,EU;DE,action,
ar_IL,AS;IL,timing,
ar_EG,AF;EG,background,
ar_AE,AS;OM,start,
zh_HK,AS;HK,start,
tr_TR,EU;GB,action,
tr_DE,EU;DE,foreground,
th_TH,AS;KR,start,
ru_RU,EU;MD,timing,
pt_PT,EU;BE,session_end,
pl_PL,EU;SE,timing,
lt_LT,EU;GB,session_end,
hu_HU,EU;HU,in_app_currency_action,
fr_FR,AF;TN,foreground,
fr_FR,AF;DZ,page_view,
fr_CA,EU;FR,timing,
fi_FI,EU;FI,start,
es_US,NA;DO,foreground,
es_ES,SA;CO,perf,
es_ES,NA;SV,in_app_currency_action,
es_CL,SA;CL,perf,
en_US,AS;MY,background,
en_US,AF;MA,in_app_currency_action,
en_US,AF;AO,start,
en_GB,OC;AU,in_app_currency_action,
en_GB,NA;CA,start,
en_GB,EU;SE,start,
en_GB,EU;CY,start,
en_GB,EU;CH,timing,
en_GB,AS;TW,in_app_currency_action,
en_GB,AS;BD,perf,
en_GB,AF;ZM,in_app_currency_action,
en_GB,AF;MU,background,
en_AU,AF;MU,page_view,
de_CH,EU;IT,background,
de_CH,EU;AT,action,
de_AT,EU;CH,start,
da_DK,;;;;;,foreground,
ar_IQ,EU;IE,page_view,
ar_AE,AS;OM,background,
ar_AE,;;;;;,start,
ru_RU,AS;AM,timing,
pl_PL,EU;IE,background,
nl_BE,EU;NL,page_view,
nl_BE,EU;BE,start,
it_IT,EU;GB,perf,
it_IT,EU;AL,background,
es_VE,SA;CO,foreground,
es_US,SA;VE,background,
es_US,NA;US,perf,
es_US,NA;NI,foreground,
es_MX,NA;US,timing,
es_ES,NA;CR,foreground,
es_ES,EU;RO,session_end,
es_CO,SA;AR,session_end,
es_AR,NA;CR,background,
en_US,NA;JM,timing,
en_US,EU;SE,session_end,
en_US,AS;IN,start,
en_GB,EU;MK,session_end,
en_GB,EU;FR,perf,
en_GB,AS;SA,in_app_currency_action,
en_GB,AS;BD,action,
en_GB,AF;TZ,start,
en_AU,AS;IN,in_app_currency_action,
el_GR,EU;CY,foreground,
de_DE,EU;DE,start,
ar_EG,AS;KW,start,
ar_AE,AS;IQ,action,
ar_AE,AF;EG,start,
zh_TW,AS;HK,session_end,
zh_CN,AS;CN,in_app_currency_action,
ru_RU,AS;TM,foreground,
ru_RU,AS;KZ,in_app_currency_action,
ru_RU,AS;KG,timing,
ru_RU,;;;;;,foreground,
ro_RO,EU;SE,background,
pt_BR,;;;;;,action,
mk_MK,EU;DE,background,
lv_LV,EU;LV,perf,
lv_LV,EU;GB,background,
it_IT,EU;DE,timing,
hy_AM,EU;RU,action,
fr_FR,EU;BE,foreground,
fr_CH,EU;LU,perf,
es_UY,SA;UY,action,
es_US,SA;EC,background,
es_US,NA;US,action,
es_CO,NA;MX,perf,
es_AR,SA;AR,start,
en_US,SA;PE,page_view,
en_US,SA;CL,timing,
en_US,AS;OM,start,
en_US,AS;KR,start,
en_US,AS;HK,perf,
en_NZ,AF;EG,perf,
en_IE,EU;NO,action,
en_GB,EU;PL,perf,
en_GB,EU;LT,page_view,
en_GB,EU;AL,foreground,
en_CA,NA;PR,timing,
en_CA,NA;JM,foreground,
en_AU,AS;PK,foreground,
bg_BG,EU;DE,page_view,
ar_EG,AS;AE,background,
ar_AE,AS;TR,session_end,
ar_AE,AS;QA,start,
zh_CN,AS;CN,page_view,
tr_TR,EU;SI,timing,
ru_RU,EU;MD,session_end,
ro_RO,EU;RO,background,
pt_PT,SA;BR,background,
pt_BR,EU;PT,page_view,
pl_PL,EU;DE,in_app_currency_action,
fr_FR,EU;DK,start,
fr_FR,AF;DZ,foreground,
fr_CA,EU;FR,session_end,
es_US,SA;BO,page_view,
es_ES,SA;BR,start,
en_US,AS;VN,in_app_currency_action,
en_US,AS;IL,action,
en_NZ,EU;GB,background,
en_GB,EU;BA,action,
en_GB,AS;OM,background,
en_GB,AS;KH,action,
en_GB,;;;;;,start,
en_AU,AS;QA,action,
en_AU,AF;MU,foreground,
bg_BG,EU;BG,timing,
ar_SA,AS;SA,in_app_currency_action,
ar_IQ,EU;IE,foreground,
ar_EG,AS;QA,start,
ar_AE,AS;IL,page_view,
zh_CN,EU;DE,timing,
tr_TR,EU;DE,start,
sq_AL,EU;AL,action,
pl_PL,EU;SE,start,
pl_PL,EU;GB,timing,
iw_IL,EU;FR,background,
hu_HU,EU;HU,perf,
fr_FR,EU;LU,foreground,
fr_CA,EU;FR,in_app_currency_action,
es_US,SA;PY,start,
es_PY,SA;PY,page_view,
es_ES,SA;VE,page_view,
es_ES,NA;SV,perf,
en_US,AS;TR,action,
en_US,AS;SG,foreground,
en_US,AS;IL,background,
en_US,AF;MA,perf,
en_GB,OC;AU,perf,
en_GB,EU;NO,session_end,
en_GB,EU;GB,start,
en_GB,AS;TW,perf,
en_GB,AS;MM,foreground,
en_GB,AS;KH,background,
en_GB,AS;IR,foreground,
en_GB,AF;ZM,perf,
en_AU,AS;QA,background,
de_DE,EU;LU,session_end,
ar_EG,AS;SA,action,
ar_AE,AS;TR,page_view,
vi_US,AS;VN,perf,
sk_SK,EU;GB,background,
ru_RU,EU;GB,start,
ru_RU,AS;TW,perf,
ru_RU,AS;KG,background,
pl_PL,EU;PL,timing,
pl_PL,EU;AT,in_app_currency_action,
nl_NL,EU;BE,in_app_currency_action,
lv_LV,EU;LV,start,
it_IT,EU;DE,background,
it_IT,EU;BE,perf,
it_IT,AS;SA,perf,
hr_HR,EU;BA,page_view,
fr_FR,EU;DE,action,
fa_IR,;;;;;,perf,
es_US,SA;AR,action,
es_US,NA;HN,in_app_currency_action,
es_GT,NA;GT,start,
es_ES,NA;MX,page_view,
es_ES,EU;ES,timing,
